#Coverage	Number of genomic locations
1042.0	7.0
1043.0	9.0
1044.0	5.0
1045.0	10.0
1046.0	9.0
1047.0	7.0
1048.0	13.0
1049.0	12.0
1050.0	13.0
1051.0	10.0
1052.0	10.0
1053.0	4.0
1054.0	8.0
1055.0	3.0
1056.0	10.0
1057.0	5.0
1058.0	6.0
1059.0	6.0
1060.0	3.0
1061.0	13.0
1062.0	8.0
1063.0	4.0
1064.0	8.0
1065.0	10.0
1066.0	13.0
1067.0	13.0
1068.0	8.0
1069.0	9.0
1070.0	11.0
1071.0	16.0
1072.0	9.0
1073.0	11.0
1074.0	8.0
1075.0	6.0
1076.0	8.0
1077.0	3.0
1078.0	7.0
1079.0	11.0
1080.0	6.0
1081.0	5.0
1082.0	5.0
1083.0	11.0
1084.0	9.0
1085.0	9.0
1086.0	6.0
1087.0	9.0
1088.0	4.0
1089.0	9.0
1090.0	10.0
1091.0	6.0
1092.0	9.0
1093.0	14.0
1094.0	5.0
1095.0	7.0
1096.0	11.0
1097.0	6.0
1098.0	8.0
1099.0	12.0
1100.0	7.0
1101.0	11.0
1102.0	9.0
1103.0	9.0
1104.0	5.0
1105.0	7.0
1106.0	6.0
1107.0	6.0
1108.0	10.0
1109.0	3.0
1110.0	7.0
1111.0	8.0
1112.0	8.0
1113.0	7.0
1114.0	3.0
1115.0	5.0
1116.0	6.0
1117.0	12.0
1118.0	5.0
1119.0	7.0
1120.0	14.0
1121.0	11.0
1122.0	4.0
1123.0	7.0
1124.0	6.0
1125.0	6.0
1126.0	3.0
1127.0	4.0
1128.0	4.0
1129.0	7.0
1130.0	7.0
1131.0	9.0
1132.0	5.0
1133.0	5.0
1134.0	12.0
1135.0	9.0
1136.0	8.0
1137.0	6.0
1138.0	6.0
1139.0	4.0
1140.0	12.0
1141.0	4.0
1142.0	9.0
1143.0	6.0
1144.0	8.0
1145.0	3.0
1146.0	10.0
1147.0	3.0
1148.0	7.0
1149.0	7.0
1150.0	5.0
1151.0	13.0
1152.0	6.0
1153.0	8.0
1154.0	8.0
1155.0	6.0
1156.0	9.0
1157.0	4.0
1158.0	7.0
1159.0	6.0
1160.0	8.0
1161.0	7.0
1162.0	10.0
1163.0	12.0
1164.0	5.0
1165.0	8.0
1166.0	8.0
1167.0	11.0
1168.0	8.0
1169.0	8.0
1170.0	6.0
1171.0	7.0
1172.0	8.0
1173.0	10.0
1174.0	11.0
1175.0	8.0
1176.0	6.0
1177.0	11.0
1178.0	5.0
1179.0	9.0
1180.0	8.0
1181.0	9.0
1182.0	4.0
1183.0	2.0
1184.0	13.0
1185.0	10.0
1186.0	11.0
1187.0	7.0
1188.0	10.0
1189.0	9.0
1190.0	8.0
1191.0	6.0
1192.0	11.0
1193.0	13.0
1194.0	21.0
1195.0	9.0
1196.0	7.0
1197.0	13.0
1198.0	9.0
1199.0	11.0
1200.0	9.0
1201.0	12.0
1202.0	11.0
1203.0	9.0
1204.0	9.0
1205.0	8.0
1206.0	16.0
1207.0	17.0
1208.0	14.0
1209.0	7.0
1210.0	6.0
1211.0	10.0
1212.0	8.0
1213.0	5.0
1214.0	14.0
1215.0	10.0
1216.0	7.0
1217.0	10.0
1218.0	12.0
1219.0	10.0
1220.0	15.0
1221.0	9.0
1222.0	10.0
1223.0	11.0
1224.0	8.0
1225.0	7.0
1226.0	9.0
1227.0	12.0
1228.0	9.0
1229.0	1.0
1230.0	6.0
1231.0	4.0
1232.0	10.0
1233.0	6.0
1234.0	11.0
1235.0	9.0
1236.0	7.0
1237.0	5.0
1238.0	5.0
1239.0	13.0
1240.0	10.0
1241.0	8.0
1242.0	8.0
1243.0	6.0
1244.0	7.0
1245.0	6.0
1246.0	5.0
1247.0	6.0
1248.0	11.0
1249.0	7.0
1250.0	5.0
1251.0	9.0
1252.0	7.0
1253.0	4.0
1254.0	4.0
1255.0	4.0
1256.0	5.0
1257.0	3.0
1258.0	6.0
1259.0	9.0
1260.0	1.0
1261.0	5.0
1262.0	5.0
1263.0	11.0
1264.0	7.0
1265.0	5.0
1266.0	6.0
1267.0	3.0
1268.0	4.0
1269.0	6.0
1270.0	5.0
1271.0	5.0
1272.0	8.0
1273.0	7.0
1274.0	3.0
1275.0	9.0
1276.0	3.0
1277.0	9.0
1278.0	7.0
1279.0	7.0
1280.0	9.0
1281.0	5.0
1282.0	8.0
1283.0	3.0
1284.0	8.0
1285.0	6.0
1286.0	10.0
1287.0	5.0
1288.0	7.0
1289.0	10.0
1290.0	8.0
1291.0	8.0
1292.0	8.0
1293.0	5.0
1294.0	4.0
1295.0	5.0
1296.0	3.0
1297.0	5.0
1298.0	5.0
1299.0	4.0
1300.0	3.0
1301.0	5.0
1302.0	3.0
1303.0	8.0
1304.0	3.0
1305.0	7.0
1306.0	7.0
1307.0	3.0
1308.0	4.0
1309.0	7.0
1310.0	7.0
1311.0	6.0
1312.0	9.0
1313.0	4.0
1314.0	8.0
1315.0	8.0
1316.0	6.0
1317.0	3.0
1318.0	6.0
1319.0	5.0
1320.0	6.0
1321.0	9.0
1322.0	3.0
1323.0	7.0
1324.0	4.0
1325.0	5.0
1326.0	4.0
1327.0	4.0
1328.0	3.0
1329.0	2.0
1330.0	6.0
1331.0	5.0
1332.0	8.0
1333.0	1.0
1334.0	6.0
1335.0	3.0
1336.0	6.0
1337.0	3.0
1338.0	6.0
1339.0	1.0
1340.0	2.0
1341.0	6.0
1342.0	4.0
1343.0	6.0
1344.0	5.0
1345.0	6.0
1346.0	4.0
1347.0	7.0
1348.0	7.0
1349.0	6.0
1350.0	6.0
1351.0	4.0
1352.0	2.0
1353.0	4.0
1354.0	4.0
1355.0	4.0
1356.0	6.0
1357.0	9.0
1358.0	4.0
1359.0	3.0
1360.0	2.0
1361.0	4.0
1362.0	5.0
1363.0	1.0
1364.0	4.0
1365.0	7.0
1366.0	5.0
1367.0	1.0
1368.0	1.0
1369.0	3.0
1370.0	1.0
1371.0	1.0
1372.0	4.0
1373.0	7.0
1374.0	2.0
1375.0	8.0
1376.0	4.0
1377.0	8.0
1378.0	5.0
1379.0	6.0
1380.0	3.0
1381.0	1.0
1382.0	5.0
1383.0	8.0
1384.0	3.0
1385.0	9.0
1386.0	5.0
1387.0	4.0
1388.0	9.0
1389.0	3.0
1391.0	5.0
1392.0	6.0
1393.0	5.0
1394.0	3.0
1395.0	6.0
1396.0	5.0
1397.0	5.0
1398.0	3.0
1399.0	6.0
1400.0	5.0
1401.0	4.0
1402.0	4.0
1403.0	6.0
1404.0	4.0
1405.0	7.0
1406.0	4.0
1407.0	8.0
1408.0	5.0
1409.0	2.0
1410.0	3.0
1411.0	2.0
1412.0	5.0
1413.0	2.0
1414.0	4.0
1415.0	2.0
1416.0	6.0
1417.0	4.0
1418.0	4.0
1419.0	2.0
1420.0	5.0
1421.0	4.0
1422.0	1.0
1423.0	8.0
1424.0	3.0
1425.0	8.0
1426.0	3.0
1427.0	2.0
1428.0	8.0
1429.0	4.0
1430.0	9.0
1431.0	5.0
1432.0	4.0
1433.0	6.0
1434.0	1.0
1435.0	4.0
1436.0	8.0
1437.0	8.0
1438.0	3.0
1439.0	3.0
1440.0	1.0
1441.0	4.0
1442.0	6.0
1443.0	4.0
1444.0	6.0
1445.0	4.0
1446.0	4.0
1447.0	4.0
1448.0	6.0
1449.0	5.0
1450.0	6.0
1451.0	6.0
1452.0	4.0
1453.0	2.0
1454.0	5.0
1455.0	6.0
1456.0	8.0
1457.0	3.0
1458.0	4.0
1459.0	5.0
1460.0	3.0
1461.0	5.0
1462.0	6.0
1463.0	3.0
1464.0	4.0
1465.0	4.0
1466.0	5.0
1467.0	4.0
1468.0	3.0
1469.0	4.0
1470.0	1.0
1471.0	5.0
1472.0	3.0
1473.0	5.0
1474.0	2.0
1475.0	1.0
1476.0	5.0
1477.0	3.0
1478.0	10.0
1479.0	8.0
1480.0	7.0
1481.0	3.0
1482.0	4.0
1483.0	3.0
1484.0	2.0
1485.0	1.0
1486.0	5.0
1487.0	3.0
1488.0	3.0
1489.0	5.0
1490.0	5.0
1491.0	2.0
1492.0	2.0
1493.0	5.0
1494.0	2.0
1495.0	4.0
1496.0	4.0
1497.0	1.0
1498.0	2.0
1499.0	3.0
1500.0	2.0
1501.0	5.0
1502.0	3.0
1503.0	7.0
1504.0	2.0
1505.0	5.0
1506.0	3.0
1508.0	4.0
1509.0	4.0
1510.0	2.0
1511.0	2.0
1512.0	5.0
1513.0	4.0
1514.0	4.0
1515.0	3.0
1516.0	6.0
1517.0	4.0
1518.0	6.0
1519.0	2.0
1520.0	7.0
1521.0	3.0
1522.0	4.0
1523.0	6.0
1524.0	6.0
1525.0	3.0
1526.0	2.0
1527.0	6.0
1528.0	3.0
1529.0	5.0
1530.0	4.0
1531.0	2.0
1532.0	8.0
1533.0	5.0
1534.0	6.0
1535.0	8.0
1536.0	5.0
1537.0	5.0
1538.0	4.0
1539.0	7.0
1540.0	6.0
1541.0	3.0
1542.0	3.0
1543.0	5.0
1544.0	2.0
1545.0	5.0
1546.0	3.0
1547.0	3.0
1548.0	2.0
1549.0	2.0
1550.0	2.0
1552.0	4.0
1553.0	2.0
1554.0	2.0
1555.0	3.0
1556.0	6.0
1557.0	1.0
1558.0	3.0
1559.0	4.0
1560.0	5.0
1561.0	3.0
1562.0	6.0
1563.0	3.0
1564.0	9.0
1565.0	4.0
1566.0	3.0
1567.0	2.0
1568.0	2.0
1569.0	1.0
1570.0	3.0
1571.0	4.0
1572.0	4.0
1573.0	3.0
1574.0	4.0
1575.0	4.0
1576.0	3.0
1577.0	2.0
1578.0	6.0
1579.0	6.0
1580.0	3.0
1581.0	3.0
1582.0	3.0
1583.0	3.0
1584.0	4.0
1585.0	3.0
1587.0	4.0
1588.0	5.0
1589.0	8.0
1590.0	5.0
1591.0	4.0
1592.0	3.0
1593.0	5.0
1594.0	2.0
1596.0	4.0
1597.0	4.0
1598.0	6.0
1599.0	1.0
1600.0	4.0
1601.0	2.0
1602.0	6.0
1603.0	4.0
1604.0	4.0
1605.0	4.0
1606.0	4.0
1607.0	5.0
1608.0	3.0
1609.0	6.0
1610.0	2.0
1611.0	7.0
1612.0	3.0
1613.0	8.0
1614.0	2.0
1615.0	3.0
1616.0	3.0
1617.0	3.0
1618.0	2.0
1619.0	5.0
1620.0	5.0
1621.0	4.0
1622.0	7.0
1623.0	3.0
1624.0	5.0
1625.0	3.0
1626.0	3.0
1628.0	10.0
1629.0	3.0
1630.0	5.0
1631.0	4.0
1632.0	5.0
1633.0	3.0
1634.0	3.0
1635.0	5.0
1636.0	1.0
1637.0	6.0
1638.0	7.0
1639.0	5.0
1640.0	5.0
1641.0	4.0
1642.0	7.0
1643.0	6.0
1644.0	2.0
1645.0	5.0
1646.0	3.0
1647.0	7.0
1648.0	9.0
1649.0	2.0
1650.0	3.0
1651.0	5.0
1652.0	3.0
1653.0	4.0
1654.0	10.0
1655.0	4.0
1656.0	3.0
1657.0	5.0
1658.0	10.0
1659.0	13.0
1660.0	1.0
1661.0	1.0
1662.0	8.0
1663.0	6.0
1664.0	3.0
1665.0	4.0
1666.0	8.0
1667.0	2.0
1668.0	7.0
1669.0	9.0
1670.0	5.0
